data,target 
"b'bu/nsf workshop on internet measurement, instrumentation and characterization held on august 30, 1999 at boston university'",8
b'bayesian inference and econometric modeling',2
b'behavioral responses to social security  evidence from chile',2
b'determining text databases to search in the internet',0
b'key traits underlying invasion success  a comparison of gambusia species',1
b'on the effects of economic development on population growth',2
"b'1998 gordon  conference on aqueous corrosion, july 5-11, 1998, colby-sawyer college, new london, new hampshire'",7
b'a dynamic stochastic general equilibrium analysis of social security',2
b'applying strategic bargaining models to union contract negotiations',2
b'seismological investigations of deep earth structure',3
b'marine biotech post-doc  coevolution in a luminous bacterium-squid symbiosis',10
b'tools for stochastic analysis of np-complete problems iii',15
b'nonlinear dynamics with applications in physical systems',6
b'borehole temperatures and climate chance-observatory mode',3
"b'hybrid measurements of crustal deformation in guerrero, mexico'",3
b'mathematical sciences  degree of convergence of eigenfunction expansions',6
b'work and family over the life course in puerto rico',12
b'mathematical sciences  physically based stochastic models offractures and fluid flow in rock',14
b'crust-mantle decoupling in flexure of continental lithosphere',3
"b'investigation of fractional-order, non-gaussian solute transport transport'",5
b'characterizing efficient social insurance institutions  theory and computation',2
b'data collection for the international social survey program',12
b'complexity and design of transparent packet switching networks',8
b'mathematical sciences  approximation of singular neutral control systems',6
b'effect of the global climatic changeon regional hydrology',5
b'crb  role of immune function and disease in amphibian disappearances',1
"b'general equilibrium models of agglomeration  the endogenous location of consumers, producers, and marketplace'",2
b'fluorescence in situ pcr (flip) in individual cells of marine microalgae',10
b'seismic velocity structure of the aleutian arc and bering shelf and the composition of continental growth',3
"b'fungal endophytes  mediation of plant-herbivore, plant- plant and plant-seed predator/disperser interactions'",1
b'topics in mathematical fluid dynamics',6
"b""resolving earth's free oscillation spectrum  new data and new techniques""",3
"b'instabilities, modes, and bifurcations of orbits in stellar systems'",6
b'mathematical sciences  computationally aggressive approaches to sequential design',14
b'measuring campaign variation in senate elections',11
b'practical decision analytic methods for large knowledge- based systems',0
b'mathematical sciences  a study of nonparametric curve estimators',14
"b'the african mantle, a case study of seismic structure, composition and dynamics'",3
b'24th international conference on mathematical geophysics',3
b'a conference on great subduction earthquakes (wadati conference)',3
b'world-wide web traffic characterization with application in in-network caching and prefetching',8
b'abr  continuing studies of the role of hydrodynamical and biological processes during settlement of infaunal invertebrates',10
